date,hour,keyword,count,weather,wind_direction
2011-05-08,8,guess,6,CLOUDY,NW
2011-05-08,8,guy,8,CLOUDY,NW
2011-05-08,8,guys,5,CLOUDY,NW
2011-05-08,8,gym,4,CLOUDY,NW
2011-05-08,8,had,12,CLOUDY,NW
2011-05-08,8,haha,7,CLOUDY,NW
2011-05-08,8,hahaha,1,CLOUDY,NW
2011-05-08,8,hair,8,CLOUDY,NW
2011-05-08,8,half,6,CLOUDY,NW
2011-05-08,8,hand,4,CLOUDY,NW
2011-05-08,8,happened,1,CLOUDY,NW
2011-05-08,8,happening,6,CLOUDY,NW
2011-05-08,8,happens,1,CLOUDY,NW
2011-05-08,8,happiness,1,CLOUDY,NW
2011-05-08,8,happy,10,CLOUDY,NW
2011-05-08,8,hard,4,CLOUDY,NW
2011-05-08,8,hate,7,CLOUDY,NW
2011-05-08,8,haven,3,CLOUDY,NW
2011-05-08,8,having,10,CLOUDY,NW
2011-05-08,8,head,4,CLOUDY,NW
2011-05-08,8,headed,1,CLOUDY,NW
2011-05-08,8,heading,2,CLOUDY,NW
2011-05-08,8,health,1,CLOUDY,NW
2011-05-08,8,hear,4,CLOUDY,NW
2011-05-08,8,heard,2,CLOUDY,NW
2011-05-08,8,heart,4,CLOUDY,NW
2011-05-08,8,heat,1,CLOUDY,NW
2011-05-08,8,hell,5,CLOUDY,NW
2011-05-08,8,hello,2,CLOUDY,NW
2011-05-08,8,help,7,CLOUDY,NW
2011-05-08,8,helping,1,CLOUDY,NW
2011-05-08,8,her,15,CLOUDY,NW
2011-05-08,8,here,12,CLOUDY,NW
2011-05-08,8,het,7,CLOUDY,NW
2011-05-08,8,hey,2,CLOUDY,NW
2011-05-08,8,high,3,CLOUDY,NW
2011-05-08,8,hilarious,2,CLOUDY,NW
2011-05-08,8,him,12,CLOUDY,NW
2011-05-08,8,his,17,CLOUDY,NW
2011-05-08,8,history,2,CLOUDY,NW
2011-05-08,8,hit,3,CLOUDY,NW
2011-05-08,8,hmm,2,CLOUDY,NW
2011-05-08,8,hmmm,1,CLOUDY,NW
2011-05-08,8,hold,3,CLOUDY,NW
2011-05-08,8,holy,2,CLOUDY,NW
2011-05-08,8,home,14,CLOUDY,NW
2011-05-08,8,hope,8,CLOUDY,NW
2011-05-08,8,hoping,3,CLOUDY,NW
2011-05-08,8,hospital,1,CLOUDY,NW
2011-05-08,8,hot,7,CLOUDY,NW
2011-05-08,8,hour,7,CLOUDY,NW
2011-05-08,8,hours,4,CLOUDY,NW
2011-05-08,8,house,18,CLOUDY,NW
2011-05-08,8,how,25,CLOUDY,NW
2011-05-08,8,huge,5,CLOUDY,NW
2011-05-08,8,human,1,CLOUDY,NW
2011-05-08,8,hungry,4,CLOUDY,NW
2011-05-08,8,hurricane,1,CLOUDY,NW
2011-05-08,8,hurt,2,CLOUDY,NW
2011-05-08,8,hurts,2,CLOUDY,NW
2011-05-08,8,ice,2,CLOUDY,NW
2011-05-08,8,idea,5,CLOUDY,NW
2011-05-08,8,idk,1,CLOUDY,NW
2011-05-08,8,ill,2,CLOUDY,NW
2011-05-08,8,imma,2,CLOUDY,NW
2011-05-08,8,important,2,CLOUDY,NW
2011-05-08,8,impossible,1,CLOUDY,NW
2011-05-08,8,inception,1,CLOUDY,NW
2011-05-08,8,inside,1,CLOUDY,NW
2011-05-08,8,instead,3,CLOUDY,NW
2011-05-08,8,interesting,2,CLOUDY,NW
2011-05-08,8,internet,3,CLOUDY,NW
2011-05-08,8,into,7,CLOUDY,NW
2011-05-08,8,iphone,4,CLOUDY,NW
2011-05-08,8,ipod,3,CLOUDY,NW
2011-05-08,8,isn,3,CLOUDY,NW
2011-05-08,8,issue,1,CLOUDY,NW
2011-05-08,8,its,18,CLOUDY,NW
2011-05-08,8,james,2,CLOUDY,NW
2011-05-08,8,jesus,5,CLOUDY,NW
2011-05-08,8,job,1,CLOUDY,NW
2011-05-08,8,john,4,CLOUDY,NW
2011-05-08,8,joke,1,CLOUDY,NW
2011-05-08,8,jus,3,CLOUDY,NW
2011-05-08,8,justin,2,CLOUDY,NW
2011-05-08,8,kan,2,CLOUDY,NW
2011-05-08,8,keep,6,CLOUDY,NW
2011-05-08,8,keeps,2,CLOUDY,NW
2011-05-08,8,key,2,CLOUDY,NW
2011-05-08,8,kid,3,CLOUDY,NW
2011-05-08,8,kids,1,CLOUDY,NW
2011-05-08,8,kill,3,CLOUDY,NW
2011-05-08,8,killing,1,CLOUDY,NW
2011-05-08,8,kind,5,CLOUDY,NW
2011-05-08,8,kinda,2,CLOUDY,NW
2011-05-08,8,knew,1,CLOUDY,NW
2011-05-08,8,know,22,CLOUDY,NW
2011-05-08,8,knows,4,CLOUDY,NW
2011-05-08,8,ladies,2,CLOUDY,NW
2011-05-08,8,lady,1,CLOUDY,NW
2011-05-08,8,laptop,4,CLOUDY,NW
2011-05-08,8,large,2,CLOUDY,NW
2011-05-08,8,last,16,CLOUDY,NW
2011-05-08,8,late,2,CLOUDY,NW
2011-05-08,8,later,3,CLOUDY,NW
2011-05-08,8,law,2,CLOUDY,NW
2011-05-08,8,lazy,1,CLOUDY,NW
2011-05-08,8,lead,2,CLOUDY,NW
2011-05-08,8,learn,3,CLOUDY,NW
2011-05-08,8,least,3,CLOUDY,NW
2011-05-08,8,leave,4,CLOUDY,NW
2011-05-08,8,leaving,1,CLOUDY,NW
2011-05-08,8,left,8,CLOUDY,NW
2011-05-08,8,less,4,CLOUDY,NW
2011-05-08,8,let,7,CLOUDY,NW
2011-05-08,8,lets,2,CLOUDY,NW
2011-05-08,8,letter,2,CLOUDY,NW
2011-05-08,8,letters,1,CLOUDY,NW
2011-05-08,8,lie,1,CLOUDY,NW
2011-05-08,8,life,29,CLOUDY,NW
2011-05-08,8,light,7,CLOUDY,NW
2011-05-08,8,lil,3,CLOUDY,NW
2011-05-08,8,line,5,CLOUDY,NW
2011-05-08,8,lisa,2,CLOUDY,NW
2011-05-08,8,listen,5,CLOUDY,NW
2011-05-08,8,listening,4,CLOUDY,NW
2011-05-08,8,little,11,CLOUDY,NW
2011-05-08,8,live,10,CLOUDY,NW
2011-05-08,8,lives,1,CLOUDY,NW
2011-05-08,8,living,1,CLOUDY,NW
2011-05-08,8,lmao,2,CLOUDY,NW
2011-05-08,8,lol,27,CLOUDY,NW
2011-05-08,8,long,5,CLOUDY,NW
2011-05-08,8,longer,3,CLOUDY,NW
2011-05-08,8,look,6,CLOUDY,NW
2011-05-08,8,looking,5,CLOUDY,NW
2011-05-08,8,looks,3,CLOUDY,NW
2011-05-08,8,lord,6,CLOUDY,NW
2011-05-08,8,los,2,CLOUDY,NW
2011-05-08,8,lose,1,CLOUDY,NW
2011-05-08,8,loss,1,CLOUDY,NW
2011-05-08,8,lost,2,CLOUDY,NW
2011-05-08,8,lot,2,CLOUDY,NW
2011-05-08,8,lots,2,CLOUDY,NW
2011-05-08,8,loud,2,CLOUDY,NW
2011-05-08,8,loved,2,CLOUDY,NW
2011-05-08,8,lovely,1,CLOUDY,NW
2011-05-08,8,loves,3,CLOUDY,NW
2011-05-08,8,loving,1,CLOUDY,NW
2011-05-08,8,low,1,CLOUDY,NW
2011-05-08,8,lunch,2,CLOUDY,NW
2011-05-08,8,maar,4,CLOUDY,NW
2011-05-08,8,mad,5,CLOUDY,NW
2011-05-08,8,made,6,CLOUDY,NW
2011-05-08,8,make,17,CLOUDY,NW
2011-05-08,8,makes,4,CLOUDY,NW
2011-05-08,8,making,7,CLOUDY,NW
2011-05-08,8,man,15,CLOUDY,NW
2011-05-08,8,many,5,CLOUDY,NW
2011-05-08,8,market,1,CLOUDY,NW
2011-05-08,8,married,1,CLOUDY,NW
2011-05-08,8,matter,2,CLOUDY,NW
2011-05-08,8,may,4,CLOUDY,NW
2011-05-08,8,maybe,6,CLOUDY,NW
2011-05-08,8,mean,5,CLOUDY,NW
2011-05-08,8,means,4,CLOUDY,NW
2011-05-08,8,meet,2,CLOUDY,NW
2011-05-08,8,meeting,1,CLOUDY,NW
2011-05-08,8,men,4,CLOUDY,NW
2011-05-08,8,mess,2,CLOUDY,NW
2011-05-08,8,met,5,CLOUDY,NW
2011-05-08,8,michael,3,CLOUDY,NW
2011-05-08,8,might,6,CLOUDY,NW
2011-05-08,8,mijn,1,CLOUDY,NW
2011-05-08,8,miles,5,CLOUDY,NW
2011-05-08,8,million,2,CLOUDY,NW
2011-05-08,8,mind,5,CLOUDY,NW
2011-05-08,8,mine,1,CLOUDY,NW
2011-05-08,8,minute,1,CLOUDY,NW
2011-05-08,8,minutes,1,CLOUDY,NW
2011-05-08,8,miss,3,CLOUDY,NW
2011-05-08,8,missed,3,CLOUDY,NW
2011-05-08,8,missing,5,CLOUDY,NW
2011-05-08,8,mom,5,CLOUDY,NW
2011-05-08,8,moment,3,CLOUDY,NW
2011-05-08,8,monday,3,CLOUDY,NW
2011-05-08,8,money,6,CLOUDY,NW
2011-05-08,8,month,7,CLOUDY,NW
2011-05-08,8,mood,2,CLOUDY,NW
2011-05-08,8,more,30,CLOUDY,NW
2011-05-08,8,morning,8,CLOUDY,NW
2011-05-08,8,most,6,CLOUDY,NW
2011-05-08,8,mother,1,CLOUDY,NW
2011-05-08,8,mouth,1,CLOUDY,NW
2011-05-08,8,move,1,CLOUDY,NW
2011-05-08,8,movie,11,CLOUDY,NW
2011-05-08,8,movies,2,CLOUDY,NW
2011-05-08,8,moving,3,CLOUDY,NW
2011-05-08,8,much,25,CLOUDY,NW
2011-05-08,8,mum,2,CLOUDY,NW
2011-05-08,8,music,32,CLOUDY,NW
2011-05-08,8,must,2,CLOUDY,NW
2011-05-08,8,myself,3,CLOUDY,NW
2011-05-08,8,naar,1,CLOUDY,NW
2011-05-08,8,name,5,CLOUDY,NW
2011-05-08,8,nap,2,CLOUDY,NW
2011-05-08,8,natal,10,CLOUDY,NW
2011-05-08,8,nation,2,CLOUDY,NW
2011-05-08,8,national,2,CLOUDY,NW
2011-05-08,8,natural,1,CLOUDY,NW
2011-05-08,8,near,3,CLOUDY,NW
2011-05-08,8,need,15,CLOUDY,NW
2011-05-08,8,needed,3,CLOUDY,NW
2011-05-08,8,needs,4,CLOUDY,NW
2011-05-08,8,never,14,CLOUDY,NW
2011-05-08,8,new,27,CLOUDY,NW
2011-05-08,8,news,9,CLOUDY,NW
2011-05-08,8,next,11,CLOUDY,NW
2011-05-08,8,nice,6,CLOUDY,NW
2011-05-08,8,nick,1,CLOUDY,NW
2011-05-08,8,niet,6,CLOUDY,NW
2011-05-08,8,night,15,CLOUDY,NW
2011-05-08,8,nite,1,CLOUDY,NW
2011-05-08,8,nobody,2,CLOUDY,NW
2011-05-08,8,nog,1,CLOUDY,NW
2011-05-08,8,normal,2,CLOUDY,NW
2011-05-08,8,nothing,9,CLOUDY,NW
2011-05-08,8,number,5,CLOUDY,NW
2011-05-08,8,nurse,1,CLOUDY,NW
2011-05-08,8,obama,4,CLOUDY,NW
2011-05-08,8,off,16,CLOUDY,NW
2011-05-08,8,office,1,CLOUDY,NW
2011-05-08,8,official,1,CLOUDY,NW
2011-05-08,8,okay,5,CLOUDY,NW
2011-05-08,8,old,10,CLOUDY,NW
2011-05-08,8,once,7,CLOUDY,NW
2011-05-08,8,ones,4,CLOUDY,NW
2011-05-08,8,online,4,CLOUDY,NW
2011-05-08,8,only,14,CLOUDY,NW
2011-05-08,8,ook,3,CLOUDY,NW
2011-05-08,8,open,4,CLOUDY,NW
2011-05-08,8,order,1,CLOUDY,NW
2011-05-08,8,other,4,CLOUDY,NW
2011-05-08,8,others,3,CLOUDY,NW
2011-05-08,8,our,24,CLOUDY,NW
2011-05-08,8,outside,6,CLOUDY,NW
2011-05-08,8,over,20,CLOUDY,NW
2011-05-08,8,own,10,CLOUDY,NW
2011-05-08,8,pain,2,CLOUDY,NW
2011-05-08,8,paper,1,CLOUDY,NW
2011-05-08,8,park,1,CLOUDY,NW
2011-05-08,8,part,5,CLOUDY,NW
2011-05-08,8,party,1,CLOUDY,NW
2011-05-08,8,past,1,CLOUDY,NW
2011-05-08,8,pay,3,CLOUDY,NW
2011-05-08,8,peace,3,CLOUDY,NW
2011-05-08,8,people,20,CLOUDY,NW
2011-05-08,8,perfect,6,CLOUDY,NW
2011-05-08,8,person,4,CLOUDY,NW
2011-05-08,8,personal,1,CLOUDY,NW
2011-05-08,8,phone,6,CLOUDY,NW
2011-05-08,8,place,11,CLOUDY,NW
2011-05-08,8,plan,3,CLOUDY,NW
2011-05-08,8,plane,3,CLOUDY,NW
2011-05-08,8,play,3,CLOUDY,NW
2011-05-08,8,playing,2,CLOUDY,NW
2011-05-08,8,please,2,CLOUDY,NW
2011-05-08,8,plenty,2,CLOUDY,NW
2011-05-08,8,plus,1,CLOUDY,NW
2011-05-08,8,point,1,CLOUDY,NW
2011-05-08,8,police,2,CLOUDY,NW
2011-05-08,8,poor,1,CLOUDY,NW
2011-05-08,8,possibly,1,CLOUDY,NW
2011-05-08,8,post,4,CLOUDY,NW
2011-05-08,8,power,4,CLOUDY,NW
2011-05-08,8,ppl,7,CLOUDY,NW
2011-05-08,8,pray,1,CLOUDY,NW
2011-05-08,8,president,2,CLOUDY,NW
2011-05-08,8,pretty,10,CLOUDY,NW
2011-05-08,8,prime,1,CLOUDY,NW
2011-05-08,8,probably,3,CLOUDY,NW
2011-05-08,8,problem,1,CLOUDY,NW
2011-05-08,8,public,1,CLOUDY,NW
2011-05-08,8,put,10,CLOUDY,NW
2011-05-08,8,putting,1,CLOUDY,NW
2011-05-08,8,que,4,CLOUDY,NW
2011-05-08,8,question,6,CLOUDY,NW
2011-05-08,8,quick,3,CLOUDY,NW
2011-05-08,8,quiet,3,CLOUDY,NW
2011-05-08,8,quite,5,CLOUDY,NW
2011-05-08,8,quote,1,CLOUDY,NW
2011-05-08,8,race,7,CLOUDY,NW
2011-05-08,8,radio,3,CLOUDY,NW
2011-05-08,8,rain,7,CLOUDY,NW
2011-05-08,8,random,1,CLOUDY,NW
2011-05-08,8,rather,3,CLOUDY,NW
2011-05-08,8,read,4,CLOUDY,NW
2011-05-08,8,reading,5,CLOUDY,NW
2011-05-08,8,ready,8,CLOUDY,NW
2011-05-08,8,real,6,CLOUDY,NW
2011-05-08,8,reality,2,CLOUDY,NW
2011-05-08,8,realized,1,CLOUDY,NW
2011-05-08,8,really,18,CLOUDY,NW
2011-05-08,8,reason,2,CLOUDY,NW
2011-05-08,8,record,2,CLOUDY,NW
2011-05-08,8,red,4,CLOUDY,NW
2011-05-08,8,remember,2,CLOUDY,NW
2011-05-08,8,remix,1,CLOUDY,NW
2011-05-08,8,report,2,CLOUDY,NW
2011-05-08,8,rest,2,CLOUDY,NW
2011-05-08,8,review,3,CLOUDY,NW
2011-05-08,8,ride,2,CLOUDY,NW
2011-05-08,8,ridiculous,2,CLOUDY,NW
2011-05-08,8,right,21,CLOUDY,NW
2011-05-08,8,road,3,CLOUDY,NW
2011-05-08,8,room,7,CLOUDY,NW
2011-05-08,8,round,1,CLOUDY,NW
2011-05-08,8,run,3,CLOUDY,NW
2011-05-08,8,running,5,CLOUDY,NW
2011-05-08,8,sad,3,CLOUDY,NW
2011-05-08,8,safe,5,CLOUDY,NW
2011-05-08,8,said,9,CLOUDY,NW
2011-05-08,8,sake,1,CLOUDY,NW
2011-05-08,8,same,8,CLOUDY,NW
2011-05-08,8,save,2,CLOUDY,NW
2011-05-08,8,saw,4,CLOUDY,NW
2011-05-08,8,say,14,CLOUDY,NW
2011-05-08,8,saying,1,CLOUDY,NW
2011-05-08,8,says,8,CLOUDY,NW
2011-05-08,8,scary,2,CLOUDY,NW
2011-05-08,8,school,4,CLOUDY,NW
2011-05-08,8,screen,1,CLOUDY,NW
2011-05-08,8,season,4,CLOUDY,NW
2011-05-08,8,second,3,CLOUDY,NW
2011-05-08,8,seconds,2,CLOUDY,NW
2011-05-08,8,secret,1,CLOUDY,NW
2011-05-08,8,see,27,CLOUDY,NW
2011-05-08,8,seeing,2,CLOUDY,NW
2011-05-08,8,seem,3,CLOUDY,NW
2011-05-08,8,seems,2,CLOUDY,NW
2011-05-08,8,seen,4,CLOUDY,NW
2011-05-08,8,self,2,CLOUDY,NW
2011-05-08,8,send,1,CLOUDY,NW
2011-05-08,8,sense,1,CLOUDY,NW
2011-05-08,8,serious,2,CLOUDY,NW
2011-05-08,8,seriously,2,CLOUDY,NW
2011-05-08,8,service,2,CLOUDY,NW
2011-05-08,8,set,3,CLOUDY,NW
2011-05-08,8,shall,2,CLOUDY,NW
2011-05-08,8,shark,3,CLOUDY,NW
2011-05-08,8,she,15,CLOUDY,NW
2011-05-08,8,shirt,2,CLOUDY,NW
2011-05-08,8,shop,1,CLOUDY,NW
2011-05-08,8,shopping,3,CLOUDY,NW
2011-05-08,8,short,2,CLOUDY,NW
2011-05-08,8,should,12,CLOUDY,NW
2011-05-08,8,show,4,CLOUDY,NW
2011-05-08,8,shower,3,CLOUDY,NW
2011-05-08,8,sick,2,CLOUDY,NW
2011-05-08,8,side,3,CLOUDY,NW
2011-05-08,8,sigh,2,CLOUDY,NW
2011-05-08,8,sign,3,CLOUDY,NW
2011-05-08,8,simpson,3,CLOUDY,NW
2011-05-08,8,since,6,CLOUDY,NW
2011-05-08,8,sing,1,CLOUDY,NW
2011-05-08,8,singing,2,CLOUDY,NW
2011-05-08,8,single,2,CLOUDY,NW
2011-05-08,8,sister,2,CLOUDY,NW
2011-05-08,8,sit,2,CLOUDY,NW
2011-05-08,8,site,2,CLOUDY,NW
2011-05-08,8,sitting,4,CLOUDY,NW
2011-05-08,8,sleep,9,CLOUDY,NW
2011-05-08,8,sleeping,2,CLOUDY,NW
2011-05-08,8,slow,2,CLOUDY,NW
2011-05-08,8,small,3,CLOUDY,NW
2011-05-08,8,smh,4,CLOUDY,NW
2011-05-08,8,smile,1,CLOUDY,NW
2011-05-08,8,smoke,3,CLOUDY,NW
2011-05-08,8,social,3,CLOUDY,NW
2011-05-08,8,some,26,CLOUDY,NW
2011-05-08,8,somebody,1,CLOUDY,NW
2011-05-08,8,someone,12,CLOUDY,NW
2011-05-08,8,something,15,CLOUDY,NW
2011-05-08,8,sometimes,5,CLOUDY,NW
2011-05-08,8,son,2,CLOUDY,NW
2011-05-08,8,song,16,CLOUDY,NW
2011-05-08,8,songs,2,CLOUDY,NW
2011-05-08,8,soo,4,CLOUDY,NW
2011-05-08,8,sookie,2,CLOUDY,NW
2011-05-08,8,soon,4,CLOUDY,NW
2011-05-08,8,sooo,3,CLOUDY,NW
2011-05-08,8,soooo,3,CLOUDY,NW
2011-05-08,8,sore,1,CLOUDY,NW
2011-05-08,8,sorry,3,CLOUDY,NW
2011-05-08,8,sound,3,CLOUDY,NW
2011-05-08,8,sounds,1,CLOUDY,NW
2011-05-08,8,soup,1,CLOUDY,NW
2011-05-08,8,south,1,CLOUDY,NW
2011-05-08,8,special,1,CLOUDY,NW
2011-05-08,8,spend,5,CLOUDY,NW
2011-05-08,8,stand,1,CLOUDY,NW
2011-05-08,8,starbucks,25,CLOUDY,NW
2011-05-08,8,start,3,CLOUDY,NW
2011-05-08,8,started,2,CLOUDY,NW
2011-05-08,8,starting,4,CLOUDY,NW
2011-05-08,8,state,4,CLOUDY,NW
2011-05-08,8,stay,2,CLOUDY,NW
2011-05-08,8,staying,1,CLOUDY,NW
2011-05-08,8,still,16,CLOUDY,NW
2011-05-08,8,stomach,2,CLOUDY,NW
2011-05-08,8,stop,5,CLOUDY,NW
2011-05-08,8,store,1,CLOUDY,NW
2011-05-08,8,story,3,CLOUDY,NW
2011-05-08,8,stream,1,CLOUDY,NW
2011-05-08,8,street,3,CLOUDY,NW
2011-05-08,8,strong,1,CLOUDY,NW
2011-05-08,8,stuck,2,CLOUDY,NW
2011-05-08,8,stuff,5,CLOUDY,NW
2011-05-08,8,stupid,5,CLOUDY,NW
2011-05-08,8,success,1,CLOUDY,NW
2011-05-08,8,such,6,CLOUDY,NW
2011-05-08,8,suck,3,CLOUDY,NW
2011-05-08,8,sucks,1,CLOUDY,NW
2011-05-08,8,sum,1,CLOUDY,NW
2011-05-08,8,sun,2,CLOUDY,NW
2011-05-08,8,sunday,7,CLOUDY,NW
2011-05-08,8,supposed,1,CLOUDY,NW
2011-05-08,8,sure,4,CLOUDY,NW
2011-05-08,8,sweet,1,CLOUDY,NW
2011-05-08,8,system,1,CLOUDY,NW
2011-05-08,8,take,11,CLOUDY,NW
2011-05-08,8,taking,4,CLOUDY,NW
2011-05-08,8,talk,5,CLOUDY,NW
2011-05-08,8,talking,2,CLOUDY,NW
2011-05-08,8,tax,1,CLOUDY,NW
2011-05-08,8,teacher,1,CLOUDY,NW
2011-05-08,8,team,4,CLOUDY,NW
2011-05-08,8,tell,4,CLOUDY,NW
2011-05-08,8,temp,2,CLOUDY,NW
2011-05-08,8,terrible,1,CLOUDY,NW
2011-05-08,8,test,3,CLOUDY,NW
2011-05-08,8,tha,1,CLOUDY,NW
2011-05-08,8,than,26,CLOUDY,NW
2011-05-08,8,thank,6,CLOUDY,NW
2011-05-08,8,thanks,5,CLOUDY,NW
2011-05-08,8,thats,3,CLOUDY,NW
2011-05-08,8,their,17,CLOUDY,NW
2011-05-08,8,them,11,CLOUDY,NW
2011-05-08,8,then,12,CLOUDY,NW
2011-05-08,8,these,3,CLOUDY,NW
2011-05-08,8,thing,15,CLOUDY,NW
2011-05-08,8,things,4,CLOUDY,NW
2011-05-08,8,think,26,CLOUDY,NW
2011-05-08,8,thinking,2,CLOUDY,NW
2011-05-08,8,thinks,3,CLOUDY,NW
2011-05-08,8,tho,3,CLOUDY,NW
2011-05-08,8,those,5,CLOUDY,NW
2011-05-08,8,though,3,CLOUDY,NW
2011-05-08,8,thought,4,CLOUDY,NW
2011-05-08,8,thoughts,1,CLOUDY,NW
2011-05-08,8,three,4,CLOUDY,NW
2011-05-08,8,throat,2,CLOUDY,NW
2011-05-08,8,through,11,CLOUDY,NW
2011-05-08,8,thru,2,CLOUDY,NW
2011-05-08,8,til,2,CLOUDY,NW
2011-05-08,8,till,2,CLOUDY,NW
2011-05-08,8,timeline,1,CLOUDY,NW
2011-05-08,8,times,6,CLOUDY,NW
2011-05-08,8,tired,4,CLOUDY,NW
2011-05-08,8,together,3,CLOUDY,NW
2011-05-08,8,told,2,CLOUDY,NW
2011-05-08,8,tomorrow,4,CLOUDY,NW
2011-05-08,8,tonight,11,CLOUDY,NW
2011-05-08,8,too,19,CLOUDY,NW
2011-05-08,8,took,6,CLOUDY,NW
2011-05-08,8,top,5,CLOUDY,NW
2011-05-08,8,topic,3,CLOUDY,NW
2011-05-08,8,total,2,CLOUDY,NW
2011-05-08,8,totally,1,CLOUDY,NW
2011-05-08,8,touch,1,CLOUDY,NW
2011-05-08,8,town,2,CLOUDY,NW
2011-05-08,8,track,2,CLOUDY,NW
2011-05-08,8,traffic,3,CLOUDY,NW
2011-05-08,8,train,6,CLOUDY,NW
2011-05-08,8,trending,4,CLOUDY,NW
2011-05-08,8,trouble,1,CLOUDY,NW
2011-05-08,8,truck,1,CLOUDY,NW
2011-05-08,8,true,4,CLOUDY,NW
2011-05-08,8,truth,2,CLOUDY,NW
2011-05-08,8,try,8,CLOUDY,NW
2011-05-08,8,trying,7,CLOUDY,NW
2011-05-08,8,tryna,2,CLOUDY,NW
2011-05-08,8,turn,3,CLOUDY,NW
2011-05-08,8,turned,1,CLOUDY,NW
2011-05-08,8,tweeps,3,CLOUDY,NW
2011-05-08,8,tweet,7,CLOUDY,NW
2011-05-08,8,tweeting,1,CLOUDY,NW
2011-05-08,8,tweets,2,CLOUDY,NW
2011-05-08,8,twitter,20,CLOUDY,NW
2011-05-08,8,two,10,CLOUDY,NW
2011-05-08,8,type,1,CLOUDY,NW
2011-05-08,8,ugh,1,CLOUDY,NW
2011-05-08,8,ugly,6,CLOUDY,NW
2011-05-08,8,under,3,CLOUDY,NW
2011-05-08,8,understand,3,CLOUDY,NW
2011-05-08,8,until,5,CLOUDY,NW
2011-05-08,8,use,3,CLOUDY,NW
2011-05-08,8,used,1,CLOUDY,NW
2011-05-08,8,using,4,CLOUDY,NW
2011-05-08,8,vacation,3,CLOUDY,NW
2011-05-08,8,van,4,CLOUDY,NW
2011-05-08,8,version,1,CLOUDY,NW
2011-05-08,8,very,8,CLOUDY,NW
2011-05-08,8,video,8,CLOUDY,NW
2011-05-08,8,voice,4,CLOUDY,NW
2011-05-08,8,voor,3,CLOUDY,NW
2011-05-08,8,vote,3,CLOUDY,NW
2011-05-08,8,wait,8,CLOUDY,NW
2011-05-08,8,waiting,4,CLOUDY,NW
2011-05-08,8,wake,2,CLOUDY,NW
2011-05-08,8,walk,6,CLOUDY,NW
2011-05-08,8,walking,1,CLOUDY,NW
2011-05-08,8,wall,2,CLOUDY,NW
2011-05-08,8,wanna,7,CLOUDY,NW
2011-05-08,8,want,29,CLOUDY,NW
2011-05-08,8,wanted,1,CLOUDY,NW
2011-05-08,8,wants,3,CLOUDY,NW
2011-05-08,8,war,4,CLOUDY,NW
2011-05-08,8,warm,3,CLOUDY,NW
2011-05-08,8,wat,2,CLOUDY,NW
2011-05-08,8,watch,8,CLOUDY,NW
2011-05-08,8,watched,4,CLOUDY,NW
2011-05-08,8,watching,18,CLOUDY,NW
2011-05-08,8,water,7,CLOUDY,NW
2011-05-08,8,way,18,CLOUDY,NW
2011-05-08,8,wear,3,CLOUDY,NW
2011-05-08,8,wearing,2,CLOUDY,NW
2011-05-08,8,weather,2,CLOUDY,NW
2011-05-08,8,wedding,3,CLOUDY,NW
2011-05-08,8,week,15,CLOUDY,NW
2011-05-08,8,weekend,7,CLOUDY,NW
2011-05-08,8,weeks,2,CLOUDY,NW
2011-05-08,8,weer,2,CLOUDY,NW
2011-05-08,8,weird,6,CLOUDY,NW
2011-05-08,8,wel,1,CLOUDY,NW
2011-05-08,8,well,10,CLOUDY,NW
2011-05-08,8,wen,4,CLOUDY,NW
2011-05-08,8,went,5,CLOUDY,NW
2011-05-08,8,were,9,CLOUDY,NW
2011-05-08,8,west,1,CLOUDY,NW
2011-05-08,8,whatever,1,CLOUDY,NW
2011-05-08,8,whats,1,CLOUDY,NW
2011-05-08,8,where,13,CLOUDY,NW
2011-05-08,8,which,10,CLOUDY,NW
2011-05-08,8,while,5,CLOUDY,NW
2011-05-08,8,white,3,CLOUDY,NW
2011-05-08,8,who,34,CLOUDY,NW
2011-05-08,8,whole,3,CLOUDY,NW
2011-05-08,8,why,30,CLOUDY,NW
2011-05-08,8,wife,1,CLOUDY,NW
2011-05-08,8,will,32,CLOUDY,NW
2011-05-08,8,win,2,CLOUDY,NW
2011-05-08,8,wind,4,CLOUDY,NW
2011-05-08,8,wish,2,CLOUDY,NW
2011-05-08,8,wit,5,CLOUDY,NW
2011-05-08,8,without,6,CLOUDY,NW
2011-05-08,8,woke,1,CLOUDY,NW
2011-05-08,8,woman,3,CLOUDY,NW
2011-05-08,8,women,2,CLOUDY,NW
2011-05-08,8,won,3,CLOUDY,NW
2011-05-08,8,wonder,6,CLOUDY,NW
2011-05-08,8,wonderful,3,CLOUDY,NW
2011-05-08,8,wondering,2,CLOUDY,NW
2011-05-08,8,word,6,CLOUDY,NW
2011-05-08,8,words,3,CLOUDY,NW
2011-05-08,8,work,14,CLOUDY,NW
2011-05-08,8,working,3,CLOUDY,NW
2011-05-08,8,works,1,CLOUDY,NW
2011-05-08,8,world,14,CLOUDY,NW
2011-05-08,8,worse,1,CLOUDY,NW
2011-05-08,8,worst,2,CLOUDY,NW
2011-05-08,8,worth,1,CLOUDY,NW
2011-05-08,8,would,8,CLOUDY,NW
2011-05-08,8,wow,13,CLOUDY,NW
2011-05-08,8,write,2,CLOUDY,NW
2011-05-08,8,writing,1,CLOUDY,NW
2011-05-08,8,wrong,5,CLOUDY,NW
