date,hour,keyword,locations
2011-05-08,18,lol,"[(42.20562, 93.33206), (42.20208, 93.40155), (42.20592, 93.4367), (42.25545, 93.53815), (42.20709, 93.32966), (42.25073, 93.48982), (42.19147, 93.3029), (42.22331, 93.34084), (42.2183, 93.39916), (42.17908, 93.45268), (42.23687, 93.35323), (42.25574, 93.27294), (42.27078, 93.53616), (42.27373, 93.40994), (42.28434, 93.3724), (42.23569, 93.35442), (42.25339, 93.41553), (42.21329, 93.35362), (42.23953, 93.34923), (42.18115, 93.31928), (42.27668, 93.29172), (42.24572, 93.32966), (42.20857, 93.41513), (42.17201, 93.41993), (42.28169, 93.33286), (42.17879, 93.45747), (42.21771, 93.34644), (42.2926, 93.41074), (42.25132, 93.42192), (42.21034, 93.28213), (42.25221, 93.40675), (42.27108, 93.46786), (42.22213, 93.35922), (42.20267, 93.33046), (42.21211, 93.39397), (42.23776, 93.34164), (42.27373, 93.50261), (42.21594, 93.34364), (42.21476, 93.42632), (42.21211, 93.36441), (42.26105, 93.32607), (42.1894, 93.54215), (42.21506, 93.38078), (42.25751, 93.24538), (42.23953, 93.33046), (42.29319, 93.31009), (42.24307, 93.35842), (42.20002, 93.30689)]"
2011-05-08,18,medicine,"[(42.29761, 93.49981)]"
2011-05-08,18,omg,"[(42.17201, 93.35922), (42.2295, 93.3037), (42.21004, 93.38398), (42.2469, 93.3049), (42.27963, 93.55573), (42.27668, 93.29172), (42.16611, 93.2354), (42.18587, 93.40595), (42.27226, 93.52737), (42.26341, 93.41194), (42.29702, 93.19945), (42.27963, 93.42592), (42.19678, 93.40834), (42.22626, 93.35962)]"
2011-05-08,18,sick,"[(42.24159, 93.32846), (42.23511, 93.33405), (42.21358, 93.39436), (42.24719, 93.53056), (42.21063, 93.37559), (42.21152, 93.36241), (42.28965, 93.53855)]"
2011-05-08,18,starbucks,"[(42.21417, 93.38398), (42.27343, 93.33645), (42.19737, 93.42552), (42.25663, 93.42352), (42.21771, 93.34644)]"
2011-05-08,18,twitter,"[(42.20975, 93.53416), (42.22655, 93.38118), (42.19501, 93.39237), (42.25221, 93.47425), (42.24631, 93.56651), (42.20945, 93.40275), (42.26518, 93.5042), (42.24041, 93.35842), (42.20739, 93.34444), (42.27285, 93.55173), (42.27904, 93.28812), (42.20297, 93.33405), (42.23039, 93.38438), (42.26577, 93.51299), (42.21388, 93.23101), (42.26577, 93.5066), (42.22184, 93.33845), (42.26606, 93.31488), (42.18351, 93.54215), (42.22449, 93.24778), (42.20768, 93.37759), (42.20768, 93.35922), (42.2923, 93.27055), (42.24159, 93.34683), (42.23923, 93.33365), (42.28346, 93.28972), (42.17908, 93.34963), (42.26017, 93.37839), (42.24425, 93.33485), (42.22243, 93.33765), (42.20474, 93.34124), (42.2696, 93.48224), (42.22272, 93.35842), (42.21329, 93.38757), (42.17761, 93.48942), (42.28228, 93.47305), (42.21594, 93.35163), (42.29496, 93.39357), (42.22184, 93.34004), (42.26312, 93.42831), (42.22243, 93.37559), (42.23599, 93.35003), (42.20444, 93.33965), (42.241, 93.36041), (42.25044, 93.40954)]"
2011-05-08,19,bad,"[(42.25663, 93.3041), (42.21653, 93.39556), (42.20621, 93.33605), (42.1894, 93.39716), (42.22331, 93.50979), (42.22449, 93.33046), (42.27137, 93.38678), (42.21653, 93.25138), (42.22449, 93.35642), (42.23157, 93.33086), (42.16493, 93.47465), (42.18675, 93.46945), (42.23363, 93.29691), (42.23127, 93.36361), (42.20945, 93.34204), (42.23304, 93.24658), (42.21476, 93.3033), (42.1726, 93.43351), (42.29555, 93.44908), (42.23687, 93.35402), (42.21594, 93.39157), (42.22862, 93.46426), (42.2755, 93.43391)]"
2011-05-08,19,caught,"[(42.20651, 93.37639), (42.2295, 93.35362), (42.22832, 93.25737), (42.29555, 93.44908)]"
2011-05-08,19,feel,"[(42.2354, 93.44749), (42.24307, 93.36241), (42.23216, 93.33765), (42.22331, 93.38358), (42.23569, 93.51019), (42.22744, 93.36321), (42.17643, 93.55213), (42.27697, 93.47025), (42.27167, 93.41513), (42.22125, 93.368), (42.27167, 93.32966), (42.24277, 93.34004), (42.29496, 93.372), (42.27933, 93.3712), (42.22036, 93.2366), (42.24041, 93.36081), (42.20886, 93.35043)]"
2011-05-08,19,fever,"[(42.20356, 93.33885)]"
2011-05-08,19,flu,"[(42.22538, 93.33286), (42.1726, 93.20944), (42.19707, 93.37639)]"
2011-05-08,19,hospital,"[(42.17083, 93.50101), (42.21152, 93.34604), (42.2127, 93.32846)]"
2011-05-08,19,lol,"[(42.25604, 93.5086), (42.27461, 93.4351), (42.19589, 93.40595), (42.21093, 93.39836), (42.22744, 93.35682), (42.2127, 93.33805), (42.20562, 93.56172), (42.16611, 93.42512), (42.23569, 93.35003), (42.22331, 93.50979), (42.22773, 93.35842), (42.22891, 93.36081), (42.24307, 93.33725), (42.23422, 93.33525), (42.2183, 93.35283), (42.19707, 93.32127), (42.23658, 93.34484), (42.2242, 93.36521), (42.20326, 93.39876), (42.19589, 93.34923), (42.22655, 93.33126), (42.17702, 93.49302), (42.2183, 93.56292), (42.20768, 93.35243), (42.22184, 93.22941), (42.22921, 93.37919), (42.21741, 93.19785), (42.18616, 93.46187), (42.23216, 93.28932), (42.24159, 93.33485), (42.241, 93.35682), (42.26813, 93.38718), (42.23746, 93.34124), (42.23422, 93.3672), (42.24159, 93.36121), (42.20444, 93.37719), (42.24041, 93.5054), (42.17732, 93.42672), (42.1726, 93.42712), (42.21122, 93.38358), (42.24749, 93.40595), (42.22714, 93.36561), (42.20709, 93.36681)]"
2011-05-08,19,medicine,"[(42.25663, 93.3041)]"
2011-05-08,19,nike,"[(42.2755, 93.30609)]"
2011-05-08,19,omg,"[(42.21712, 93.34683), (42.2295, 93.35522), (42.24542, 93.32167), (42.21506, 93.38358), (42.29289, 93.34164), (42.22272, 93.36641), (42.21948, 93.24498), (42.22272, 93.53735), (42.25545, 93.26615), (42.27933, 93.3712), (42.21447, 93.36681), (42.27167, 93.46945), (42.24867, 93.5046), (42.21299, 93.37399), (42.20798, 93.38398)]"
2011-05-08,19,sick,"[(42.21624, 93.37839), (42.2755, 93.30609), (42.23687, 93.33286), (42.21506, 93.38358), (42.2242, 93.36521), (42.2068, 93.52457), (42.24189, 93.34564), (42.22272, 93.34564)]"
2011-05-08,19,starbucks,"[(42.21535, 93.39357), (42.27226, 93.54135), (42.27727, 93.46905), (42.18439, 93.19706), (42.21535, 93.37879), (42.19913, 93.37879)]"
2011-05-08,19,twitter,"[(42.23923, 93.35243), (42.20208, 93.19626), (42.17171, 93.5086), (42.23304, 93.34324), (42.27491, 93.55413), (42.21741, 93.25217), (42.22449, 93.36521), (42.21004, 93.3692), (42.19029, 93.32167), (42.22714, 93.34364), (42.29024, 93.33605), (42.27285, 93.37599), (42.18734, 93.52617), (42.27108, 93.20624), (42.22655, 93.33246), (42.29732, 93.33206), (42.23864, 93.36561), (42.21122, 93.39796), (42.24719, 93.33525), (42.28965, 93.40155), (42.28877, 93.38278), (42.22095, 93.55613), (42.21741, 93.3716), (42.2127, 93.2342), (42.23511, 93.56372), (42.19029, 93.44349), (42.24218, 93.34124), (42.27638, 93.503), (42.21447, 93.20584), (42.21918, 93.28652), (42.24395, 93.35083), (42.17732, 93.42672), (42.2124, 93.3696), (42.22891, 93.51259), (42.2124, 93.51059), (42.21682, 93.22182), (42.21624, 93.27095)]"
2011-05-08,20,bad,"[(42.18705, 93.52457), (42.24071, 93.33166), (42.2814, 93.43471), (42.17997, 93.19546), (42.19147, 93.53416), (42.21181, 93.2334), (42.16611, 93.56372), (42.19825, 93.42752), (42.22036, 93.35922), (42.23746, 93.53975), (42.17142, 93.51738), (42.20827, 93.37439), (42.20533, 93.34723), (42.2584, 93.44389), (42.18528, 93.37719), (42.29172, 93.39357), (42.24041, 93.34204), (42.16464, 93.40195)]"
2011-05-08,20,caught,"[(42.21181, 93.35163), (42.20297, 93.39556), (42.27461, 93.24618), (42.21181, 93.2334)]"
2011-05-08,20,feel,"[(42.22361, 93.33525), (42.21063, 93.37719), (42.20326, 93.3732), (42.24159, 93.42432), (42.23334, 93.34244), (42.21299, 93.48383), (42.21624, 93.39916), (42.20356, 93.33965), (42.20297, 93.40155), (42.22862, 93.32806), (42.21918, 93.35562), (42.23569, 93.21263), (42.19265, 93.26496), (42.22479, 93.3684), (42.2985, 93.47465), (42.21712, 93.39436), (42.29761, 93.52657), (42.16788, 93.50141), (42.25633, 93.45028), (42.21299, 93.35642), (42.21624, 93.34484), (42.1785, 93.56252), (42.2298, 93.35762), (42.23098, 93.26575), (42.19795, 93.42871), (42.22331, 93.33485), (42.24513, 93.53096), (42.29555, 93.42951), (42.23511, 93.34124), (42.2124, 93.37519), (42.17732, 93.45188), (42.21624, 93.40794)]"
2011-05-08,20,fever,"[(42.2295, 93.28173), (42.29172, 93.47664)]"
2011-05-08,20,flu,"[(42.27491, 93.27374), (42.1726, 93.46306)]"
2011-05-08,20,hospital,"[(42.18498, 93.20584)]"
2011-05-08,20,lol,"[(42.26105, 93.31688), (42.22243, 93.55533), (42.21535, 93.34683), (42.2811, 93.31967), (42.23982, 93.35642), (42.241, 93.34124), (42.24218, 93.32806), (42.21771, 93.33765), (42.26135, 93.51978), (42.22243, 93.34124), (42.23658, 93.34364), (42.23068, 93.38358), (42.21506, 93.39237), (42.22626, 93.25657), (42.25515, 93.41034), (42.20975, 93.32846), (42.20267, 93.39516), (42.20739, 93.54854), (42.17614, 93.39556), (42.18999, 93.37759), (42.18321, 93.46067), (42.22095, 93.24978), (42.27992, 93.46706), (42.29437, 93.21263), (42.25132, 93.41234), (42.22567, 93.3716), (42.27019, 93.3688), (42.22036, 93.49701), (42.29466, 93.40076), (42.2469, 93.40595), (42.21388, 93.27374), (42.23127, 93.33046), (42.20916, 93.36641), (42.23216, 93.36081), (42.23186, 93.34524), (42.21329, 93.37439), (42.23098, 93.26575), (42.241, 93.36161), (42.16994, 93.32247), (42.16965, 93.29251), (42.24425, 93.53895), (42.27108, 93.53056), (42.21388, 93.54055), (42.20651, 93.53815), (42.21122, 93.25817), (42.22243, 93.39876), (42.17879, 93.56491), (42.23186, 93.33086), (42.17407, 93.48343), (42.22184, 93.2997)]"
2011-05-08,20,medicine,"[(42.2814, 93.43471)]"
2011-05-08,20,omg,"[(42.16994, 93.38718), (42.22302, 93.36241), (42.20975, 93.32846), (42.19589, 93.31408), (42.27019, 93.54175), (42.24985, 93.41633), (42.19147, 93.40275), (42.20533, 93.33765), (42.21476, 93.32646), (42.21329, 93.33046), (42.17407, 93.48343), (42.24631, 93.44509), (42.167, 93.40635)]"
2011-05-08,20,sick,"[(42.20474, 93.33365), (42.22213, 93.34164), (42.2124, 93.32846), (42.19117, 93.35922), (42.20827, 93.37439), (42.20474, 93.33685)]"
2011-05-08,20,starbucks,"[(42.24189, 93.32686), (42.21918, 93.35562), (42.18085, 93.3045), (42.23569, 93.35402), (42.23481, 93.34044), (42.21506, 93.3676), (42.2124, 93.34404)]"
2011-05-08,20,stomach,"[(42.2525, 93.28533), (42.22095, 93.34484)]"
2011-05-08,20,twitter,"[(42.2239, 93.33365), (42.23098, 93.34404), (42.18026, 93.45747), (42.17142, 93.30609), (42.23304, 93.34484), (42.1782, 93.43311), (42.2469, 93.35083), (42.21771, 93.33765), (42.26135, 93.51978), (42.16994, 93.47185), (42.28965, 93.39916), (42.17142, 93.42033), (42.19501, 93.31368), (42.29289, 93.39876), (42.21299, 93.33885), (42.24189, 93.35323), (42.22626, 93.25657), (42.27373, 93.26456), (42.22508, 93.3696), (42.18144, 93.3045), (42.21859, 93.47385), (42.23422, 93.55053), (42.21181, 93.38158), (42.23569, 93.34484), (42.20267, 93.34324), (42.1726, 93.46306), (42.25633, 93.29611), (42.16611, 93.51179), (42.17378, 93.38598), (42.23216, 93.33286), (42.27786, 93.28812), (42.17201, 93.44309), (42.29761, 93.3005), (42.20651, 93.3692), (42.18262, 93.54135), (42.20474, 93.34564), (42.28759, 93.46666), (42.27196, 93.43031), (42.19176, 93.32287), (42.27461, 93.51778), (42.22272, 93.33805), (42.27137, 93.29012), (42.2239, 93.26855), (42.2127, 93.31967)]"
2011-05-08,21,bad,"[(42.26135, 93.49861), (42.24307, 93.34444), (42.17319, 93.5042), (42.2242, 93.34883), (42.26518, 93.51898), (42.22538, 93.32207), (42.23658, 93.36401), (42.28081, 93.50101), (42.1953, 93.37919), (42.22567, 93.34564), (42.17732, 93.42152), (42.20238, 93.21343), (42.20916, 93.35562), (42.24749, 93.35043), (42.22508, 93.34044), (42.24248, 93.32966), (42.2127, 93.368), (42.20857, 93.38358), (42.20326, 93.34484), (42.17289, 93.36521), (42.21299, 93.23979), (42.241, 93.51818), (42.17673, 93.38837), (42.24248, 93.35962), (42.28258, 93.48064), (42.24631, 93.32247), (42.28405, 93.44189), (42.1841, 93.47185), (42.23687, 93.3672), (42.27285, 93.43351), (42.22773, 93.49941), (42.26459, 93.46147), (42.21594, 93.36641), (42.21181, 93.32087), (42.19324, 93.37519), (42.29024, 93.26336), (42.18144, 93.20544), (42.19412, 93.44309), (42.19913, 93.36081)]"
2011-05-08,21,caught,"[(42.21093, 93.27135)]"
2011-05-08,21,feel,"[(42.23334, 93.36441), (42.23363, 93.32567), (42.21506, 93.35083), (42.1956, 93.53975), (42.2183, 93.39436), (42.2127, 93.35323), (42.23864, 93.44948), (42.24896, 93.24858), (42.24012, 93.36201), (42.27196, 93.39077), (42.16759, 93.29251), (42.2413, 93.44389), (42.19235, 93.37719), (42.20621, 93.35163), (42.22803, 93.38518), (42.27786, 93.41713), (42.21093, 93.38198), (42.20886, 93.35722), (42.25456, 93.41114), (42.27343, 93.53056), (42.23245, 93.34803), (42.20444, 93.37519), (42.25781, 93.54654), (42.21358, 93.35362), (42.26518, 93.42512), (42.26606, 93.38078), (42.20415, 93.4371), (42.22331, 93.36401), (42.25899, 93.46306), (42.20444, 93.37), (42.22184, 93.28772)]"
2011-05-08,21,flu,"[(42.21152, 93.37519), (42.22596, 93.35882), (42.2242, 93.3676), (42.20768, 93.35482)]"
2011-05-08,21,hospital,"[(42.23628, 93.33685), (42.21417, 93.37719), (42.16906, 93.37879), (42.17496, 93.4407)]"
2011-05-08,21,lol,"[(42.28818, 93.37639), (42.23334, 93.36601), (42.23334, 93.36441), (42.1897, 93.3692), (42.18881, 93.38957), (42.20503, 93.35003), (42.20857, 93.34524), (42.24542, 93.33765), (42.24454, 93.54175), (42.20916, 93.32806), (42.21977, 93.19905), (42.22213, 93.38158), (42.24041, 93.36121), (42.19825, 93.35802), (42.27373, 93.48942), (42.19117, 93.30849), (42.20415, 93.507), (42.21004, 93.3716), (42.23953, 93.33046), (42.28316, 93.51299), (42.25751, 93.56332), (42.18911, 93.40435), (42.218, 93.46626), (42.18203, 93.3005), (42.23334, 93.34124), (42.24336, 93.34084), (42.21329, 93.38118), (42.29791, 93.52617), (42.22508, 93.2354), (42.26459, 93.51898), (42.21447, 93.3684), (42.17496, 93.43471), (42.27019, 93.49022), (42.24601, 93.36041), (42.21299, 93.38118), (42.22361, 93.37399), (42.28877, 93.32207), (42.24248, 93.30769), (42.22184, 93.27534), (42.17496, 93.46746), (42.23422, 93.35163), (42.23511, 93.34044), (42.21211, 93.39157), (42.21122, 93.35123), (42.21682, 93.34284), (42.21653, 93.39796), (42.19324, 93.26456), (42.16788, 93.54614), (42.19412, 93.35083), (42.20857, 93.36401), (42.21122, 93.30609), (42.23422, 93.32527), (42.21388, 93.35043), (42.22125, 93.42792), (42.28464, 93.33126), (42.24896, 93.20904), (42.17732, 93.20265), (42.21447, 93.36641), (42.23982, 93.33565), (42.28346, 93.23859), (42.18705, 93.42512), (42.20857, 93.38358), (42.27049, 93.46945), (42.21565, 93.33965), (42.21918, 93.28213), (42.28051, 93.55133), (42.28169, 93.37), (42.17083, 93.34564), (42.22803, 93.51099), (42.23452, 93.32327), (42.17496, 93.39397), (42.21594, 93.3708), (42.23511, 93.33805), (42.21093, 93.34404), (42.22538, 93.34484), (42.23216, 93.49861), (42.23157, 93.29251), (42.26724, 93.45987), (42.2239, 93.36481), (42.23687, 93.35842), (42.26842, 93.30889), (42.22921, 93.37559), (42.25722, 93.31688), (42.24484, 93.33046), (42.2183, 93.32207), (42.22066, 93.27774), (42.2755, 93.47345), (42.23127, 93.34763), (42.29584, 93.46546), (42.26164, 93.53735), (42.22331, 93.37959), (42.20886, 93.3732), (42.21388, 93.39357), (42.20592, 93.38238), (42.21624, 93.35283), (42.21476, 93.39077), (42.17908, 93.46466), (42.23422, 93.24618), (42.26282, 93.44549), (42.16935, 93.47225), (42.26724, 93.37439), (42.23452, 93.32926), (42.27963, 93.38678), (42.2584, 93.26655), (42.24012, 93.47624), (42.21329, 93.32447), (42.22596, 93.33605), (42.22596, 93.34484), (42.24425, 93.53336), (42.27078, 93.4395), (42.20385, 93.3716), (42.21682, 93.29571), (42.22066, 93.35243), (42.29496, 93.40036), (42.2581, 93.52377), (42.24601, 93.33965), (42.27314, 93.41194), (42.28081, 93.4359), (42.21152, 93.38518), (42.29673, 93.23979), (42.29466, 93.54854), (42.24248, 93.33046), (42.2127, 93.35123)]"
2011-05-08,21,medicine,"[(42.24248, 93.36081), (42.26135, 93.50221), (42.23039, 93.55852), (42.19383, 93.41793)]"
2011-05-08,21,omg,"[(42.28965, 93.42592), (42.24159, 93.33605), (42.22331, 93.33845), (42.167, 93.44829), (42.23894, 93.35163), (42.22479, 93.33765), (42.23569, 93.3676), (42.22891, 93.36241), (42.20385, 93.54574), (42.23599, 93.56172), (42.20385, 93.3684), (42.23275, 93.33725), (42.23157, 93.49342), (42.241, 93.32686), (42.24189, 93.33725), (42.23481, 93.34803), (42.20709, 93.38877), (42.23363, 93.36041), (42.29732, 93.51019), (42.26665, 93.2314), (42.23422, 93.24618), (42.21506, 93.34923), (42.17938, 93.4359), (42.21771, 93.38997), (42.23393, 93.33845), (42.21918, 93.47904), (42.22066, 93.35243)]"
2011-05-08,21,sick,"[(42.23511, 93.35003), (42.24248, 93.34044), (42.25604, 93.37839), (42.23363, 93.34404), (42.22921, 93.33126), (42.26312, 93.23979), (42.25456, 93.41114), (42.28346, 93.52537), (42.26724, 93.37439), (42.20562, 93.39676), (42.20356, 93.40195), (42.19383, 93.41793), (42.28051, 93.26016)]"
2011-05-08,21,starbucks,"[(42.27432, 93.40395), (42.23304, 93.28612), (42.22361, 93.37399), (42.23216, 93.56212), (42.22154, 93.47584), (42.28995, 93.28612), (42.20739, 93.34883), (42.2811, 93.38039), (42.1723, 93.38398), (42.23068, 93.33286), (42.24012, 93.36161), (42.27019, 93.54095), (42.18557, 93.4383), (42.21152, 93.34404)]"
2011-05-08,21,stomach,"[(42.17967, 93.22422), (42.23216, 93.34324), (42.22066, 93.31089), (42.21476, 93.38598), (42.22596, 93.37759)]"
2011-05-08,21,twitter,"[(42.21034, 93.36281), (42.23923, 93.34084), (42.29643, 93.51339), (42.23835, 93.45148), (42.23334, 93.3692), (42.24513, 93.34644), (42.17525, 93.29212), (42.21004, 93.3045), (42.21388, 93.39956), (42.28493, 93.31768), (42.23127, 93.3688), (42.23363, 93.53935), (42.2466, 93.22222), (42.28877, 93.49102), (42.2413, 93.33885), (42.22479, 93.36201), (42.22744, 93.37959), (42.23334, 93.34404), (42.2413, 93.33685), (42.23569, 93.3676), (42.2811, 93.41034), (42.24572, 93.42192), (42.28759, 93.56252), (42.20621, 93.33805), (42.2926, 93.43031), (42.16788, 93.42232), (42.21181, 93.35243), (42.23746, 93.33046), (42.16346, 93.40555), (42.29348, 93.49102), (42.29791, 93.32966), (42.22125, 93.34843), (42.19412, 93.34923), (42.28611, 93.52417), (42.29909, 93.29491), (42.1667, 93.52218), (42.28877, 93.32207), (42.2124, 93.36041), (42.18764, 93.37519), (42.29525, 93.2374), (42.23275, 93.33725), (42.26253, 93.42192), (42.23157, 93.49342), (42.2068, 93.34644), (42.19235, 93.37719), (42.22685, 93.38118), (42.27727, 93.24419), (42.2127, 93.35323), (42.28169, 93.42192), (42.26135, 93.50221), (42.27137, 93.23819), (42.27874, 93.55613), (42.23864, 93.34244), (42.17378, 93.38398), (42.25751, 93.31209), (42.21181, 93.32846), (42.27343, 93.24778), (42.29555, 93.44509), (42.27845, 93.4371), (42.24955, 93.21503), (42.20326, 93.34484), (42.21889, 93.42113), (42.26518, 93.3041), (42.23068, 93.56132), (42.25427, 93.26535), (42.21299, 93.23979), (42.21093, 93.34404), (42.20651, 93.38438), (42.27108, 93.51978), (42.26459, 93.54454), (42.20267, 93.39916), (42.23452, 93.35362), (42.2525, 93.41354), (42.20562, 93.25377), (42.1723, 93.22182), (42.24041, 93.35442), (42.21682, 93.39357), (42.29643, 93.47664), (42.20444, 93.37519), (42.23481, 93.33525), (42.22685, 93.29251), (42.2811, 93.44509), (42.21977, 93.36121), (42.27078, 93.2342), (42.2696, 93.47545), (42.21918, 93.37959), (42.28493, 93.37799), (42.24248, 93.35842), (42.21506, 93.34923), (42.29083, 93.45268), (42.17938, 93.4359), (42.24012, 93.35323), (42.20916, 93.34004), (42.23835, 93.35962), (42.21211, 93.372), (42.27285, 93.34164), (42.21859, 93.47664), (42.18734, 93.32766), (42.23599, 93.45108), (42.17466, 93.35323), (42.29407, 93.36561), (42.28081, 93.5058)]"
2011-05-08,22,bad,"[(42.24012, 93.33485), (42.19471, 93.40595), (42.27285, 93.33325), (42.22272, 93.2318), (42.23481, 93.35482), (42.23039, 93.37639), (42.19678, 93.3005), (42.22744, 93.37959), (42.23039, 93.33805), (42.22714, 93.33325), (42.24719, 93.52138), (42.17319, 93.56172), (42.24366, 93.33365), (42.27285, 93.20345), (42.27461, 93.4387), (42.21211, 93.28213), (42.23098, 93.37479), (42.241, 93.36002), (42.21122, 93.34923), (42.22331, 93.39077), (42.29555, 93.22581), (42.16994, 93.40275), (42.23009, 93.33046), (42.2528, 93.52377), (42.22007, 93.27854)]"
2011-05-08,22,caught,"[(42.27638, 93.2334), (42.18026, 93.47784), (42.25869, 93.22661)]"
2011-05-08,22,feel,"[(42.20031, 93.54255), (42.20503, 93.38438), (42.23776, 93.3676), (42.29113, 93.41074), (42.26518, 93.21223), (42.2127, 93.33286), (42.23953, 93.36081), (42.23334, 93.31049), (42.23039, 93.33805), (42.22302, 93.36161), (42.21063, 93.34524), (42.21447, 93.3736), (42.27167, 93.3013), (42.27815, 93.4379), (42.24749, 93.33885), (42.21624, 93.38877), (42.20562, 93.29052), (42.1723, 93.5062), (42.22272, 93.34683), (42.23569, 93.34723)]"
2011-05-08,22,flu,"[(42.21771, 93.39556)]"
2011-05-08,22,hospital,"[(42.21889, 93.42512)]"
2011-05-08,22,lol,"[(42.2127, 93.35043), (42.17201, 93.50181), (42.22567, 93.38718), (42.21417, 93.38678), (42.22154, 93.3684), (42.27933, 93.42911), (42.25486, 93.48823), (42.24041, 93.34084), (42.25427, 93.53656), (42.20503, 93.34204), (42.17732, 93.368), (42.22479, 93.32447), (42.24277, 93.33965), (42.24189, 93.36521), (42.25722, 93.26496), (42.21358, 93.3676), (42.29702, 93.53536), (42.24189, 93.36002), (42.24778, 93.26855), (42.23776, 93.33206), (42.23982, 93.22901), (42.20768, 93.37), (42.24041, 93.34564), (42.17496, 93.55812), (42.23334, 93.32926), (42.19707, 93.50181), (42.2469, 93.44469), (42.23098, 93.34204), (42.25751, 93.42113), (42.28199, 93.37839), (42.24366, 93.34843), (42.18557, 93.52577), (42.2354, 93.34444), (42.22184, 93.34843), (42.18498, 93.48343), (42.27815, 93.27214), (42.22567, 93.35163), (42.21152, 93.37799), (42.20916, 93.39836), (42.24012, 93.33246), (42.21299, 93.35802), (42.21329, 93.38558), (42.24366, 93.33365), (42.1894, 93.31368), (42.2239, 93.20105), (42.24454, 93.34364), (42.22331, 93.3728), (42.24041, 93.35962), (42.29673, 93.52577), (42.18026, 93.39876), (42.20975, 93.37679), (42.23658, 93.34843), (42.29024, 93.22222), (42.2127, 93.38158), (42.27255, 93.32766), (42.21741, 93.35482), (42.23422, 93.21423), (42.24159, 93.53096), (42.23628, 93.20904), (42.24749, 93.34084), (42.22479, 93.50061), (42.21447, 93.34923), (42.21417, 93.39996), (42.20827, 93.37639), (42.2239, 93.3728), (42.2696, 93.3021), (42.21565, 93.41234), (42.23216, 93.54015), (42.22272, 93.36641), (42.23982, 93.31328), (42.19589, 93.40475), (42.26547, 93.5054), (42.18498, 93.44749), (42.21063, 93.32726), (42.23717, 93.33685), (42.24542, 93.47225), (42.21506, 93.23979), (42.21388, 93.48144), (42.18233, 93.38478), (42.22331, 93.36441), (42.17584, 93.48982), (42.22862, 93.34644), (42.23275, 93.3708), (42.16994, 93.49422), (42.24955, 93.33086), (42.21741, 93.33006), (42.24041, 93.35362), (42.2127, 93.38438), (42.16228, 93.55533), (42.20002, 93.34644), (42.21476, 93.39117), (42.21594, 93.19905), (42.22479, 93.37), (42.24985, 93.45907), (42.23363, 93.33885), (42.23923, 93.33445), (42.26606, 93.46266), (42.21004, 93.36401), (42.1785, 93.47744)]"
2011-05-08,22,medicine,"[(42.22154, 93.3033), (42.2413, 93.34004), (42.21476, 93.368)]"
2011-05-08,22,omg,"[(42.20444, 93.39596), (42.30027, 93.51059), (42.21358, 93.31209), (42.21565, 93.31648), (42.29348, 93.30649), (42.26164, 93.32567), (42.22626, 93.37879), (42.23923, 93.45388), (42.1841, 93.37719), (42.23923, 93.35043), (42.24454, 93.4411), (42.22567, 93.33246), (42.28611, 93.31568), (42.28051, 93.28213), (42.29968, 93.3704), (42.19795, 93.34524), (42.22302, 93.36321), (42.29673, 93.39237), (42.23481, 93.33605), (42.28641, 93.4371), (42.2127, 93.38438), (42.21329, 93.32527), (42.1785, 93.47744), (42.22508, 93.3692)]"
2011-05-08,22,sick,"[(42.25899, 93.49861), (42.2755, 93.39157), (42.27167, 93.3013), (42.20562, 93.29052), (42.21889, 93.37639)]"
2011-05-08,22,starbucks,"[(42.27668, 93.37559), (42.22862, 93.34484), (42.26312, 93.5058), (42.21594, 93.19905)]"
2011-05-08,22,stomach,"[(42.21358, 93.43271)]"
2011-05-08,22,twitter,"[(42.27461, 93.49821), (42.29702, 93.54934), (42.16906, 93.45747), (42.20503, 93.38438), (42.22479, 93.34084), (42.20179, 93.42991), (42.20356, 93.38917), (42.21211, 93.38478), (42.29348, 93.30649), (42.22479, 93.32447), (42.21358, 93.3676), (42.23452, 93.34324), (42.26901, 93.51099), (42.16346, 93.29691), (42.28169, 93.55932), (42.2127, 93.39636), (42.20592, 93.36041), (42.16759, 93.42152), (42.20267, 93.38837), (42.20356, 93.39357), (42.241, 93.36121), (42.21034, 93.37), (42.22714, 93.30929), (42.22302, 93.39876), (42.17437, 93.28972), (42.25574, 93.21743), (42.27078, 93.3672), (42.20916, 93.39836), (42.218, 93.39836), (42.20533, 93.38718), (42.29673, 93.29731), (42.27491, 93.27135), (42.25368, 93.32966), (42.28641, 93.3712), (42.22302, 93.24538), (42.22036, 93.34883), (42.30027, 93.29052), (42.24778, 93.44868), (42.23953, 93.32646), (42.29201, 93.44709), (42.17407, 93.42871), (42.19265, 93.36441), (42.27786, 93.26575), (42.28611, 93.31568), (42.23127, 93.48623), (42.21476, 93.3676), (42.19884, 93.21423), (42.25928, 93.52377), (42.26017, 93.3684), (42.22302, 93.36321), (42.24071, 93.35083), (42.21535, 93.32207), (42.2124, 93.3728), (42.23481, 93.33605), (42.29024, 93.2334), (42.26872, 93.55852), (42.26606, 93.31408)]"
